Date,SPX_Index,BEST_EPS,PbyB,USD_LIBOR,USD_JPY_Curncy,
12/17/2018,2545.94,163.33,3.0297,2.46963,112.83,2
12/18/2018,2546.16,163.25,3.03,2.47013,112.52,3
12/19/2018,2506.96,163.02,2.9833,2.47938,112.48,4
12/20/2018,2467.42,162.9,2.9363,2.50375,111.28,5
12/21/2018,2416.62,162.87,2.8758,2.50625,111.22,6
12/24/2018,2351.1,162.45,2.8021,2.50563,110.45,2
12/26/2018,2467.7,162.45,2.941,2.50563,111.37,4
12/27/2018,2488.83,162.45,2.9662,2.52238,111.01,5
12/28/2018,2485.74,162.44,2.963,2.51988,110.27,6
12/31/2018,2506.85,162.43,2.962,2.50269,109.69,2
1/2/2019,2510.03,171.51,2.9653,2.50713,108.88,4
1/3/2019,2447.89,171.13,2.8919,2.51275,107.68,5
1/4/2019,2531.94,170.65,2.9912,2.52056,108.51,6
1/7/2019,2549.69,170.39,3.0121,2.51113,108.72,2
1/8/2019,2574.41,170.22,3.0413,2.5155,108.75,3
1/9/2019,2584.96,169.95,3.0538,2.51875,108.17,4
1/10/2019,2596.64,169.67,3.0676,2.51419,108.43,5
1/11/2019,2596.26,169.57,3.0672,2.50894,108.48,6
1/14/2019,2582.61,169.5,3.051,2.51006,108.16,2
1/15/2019,2610.3,169.35,3.0837,2.5075,108.68,3
1/16/2019,2616.1,169.3,3.0906,2.51325,109.09,4
1/17/2019,2635.96,169.2,3.1141,2.503,109.26,5
1/18/2019,2670.71,168.88,3.1608,2.506,109.78,6
1/22/2019,2632.9,168.77,3.116,2.519,109.37,3
1/23/2019,2638.7,168.79,3.1229,2.51,109.6,4
1/24/2019,2642.33,168.66,3.1272,2.50188,109.64,5
1/25/2019,2664.76,168.56,3.1537,2.5,109.55,6
1/28/2019,2643.85,168.59,3.1292,2.50175,109.35,2
1/29/2019,2640,168.54,3.1246,2.49888,109.4,3
1/30/2019,2681.05,168.35,3.1732,2.50913,109.04,4
1/31/2019,2704.1,168.24,3.201,2.51375,108.89,5
2/1/2019,2706.53,168.17,3.2046,2.514,109.5,6
2/4/2019,2724.87,168.11,3.2289,2.51313,109.89,2
2/5/2019,2737.7,168.03,3.2441,2.51225,109.96,3
2/6/2019,2731.61,167.95,3.2369,2.51263,109.97,4
2/7/2019,2706.05,167.87,3.2066,2.51688,109.82,5
2/8/2019,2707.88,167.83,3.2084,2.50413,109.73,6
2/11/2019,2709.8,167.83,3.2109,2.49788,110.38,2
2/12/2019,2744.73,167.79,3.2523,2.49375,110.48,3
2/13/2019,2753.03,167.8,3.2615,2.48875,111.01,4
2/14/2019,2745.73,167.71,3.2528,2.48138,110.48,5
2/15/2019,2775.6,167.5,3.2877,2.48038,110.47,6
2/19/2019,2779.76,167.39,3.2889,2.48225,110.63,3
2/20/2019,2784.7,167.29,3.2948,2.48113,110.85,4
2/21/2019,2774.88,167.21,3.2866,2.48988,110.7,5
2/22/2019,2792.67,167.18,3.3077,2.48438,110.69,6
2/25/2019,2796.11,167.12,3.3099,2.47913,111.06,2
2/26/2019,2793.9,167.02,3.3066,2.493,110.59,3
2/27/2019,2792.38,167,3.3061,2.48925,111,4
2/28/2019,2784.49,166.98,3.2964,2.49038,111.39,5
3/1/2019,2803.69,167,3.3188,2.48188,111.89,6
3/4/2019,2792.81,166.91,3.3059,2.483,111.75,2
3/5/2019,2789.65,166.88,3.3022,2.48088,111.89,3
3/6/2019,2771.45,166.88,3.2806,2.49175,111.77,4
3/7/2019,2748.93,166.79,3.254,2.49275,111.58,5
3/8/2019,2743.07,166.81,3.247,2.4915,111.17,6
3/11/2019,2783.3,166.8,3.2947,2.49888,111.21,2
3/12/2019,2791.52,166.76,3.3044,2.48863,111.36,3
3/13/2019,2810.92,166.73,3.3273,2.48375,111.17,4
3/14/2019,2808.48,166.72,3.3245,2.48175,111.7,5
3/15/2019,2822.48,166.65,3.341,2.48175,111.48,6
3/18/2019,2832.94,166.31,3.358,2.48775,111.43,2
3/19/2019,2832.57,166.26,3.3493,2.48675,111.39,3
3/20/2019,2824.23,166.32,3.3463,2.49063,110.7,4
3/21/2019,2854.88,166.36,3.3826,2.4855,110.82,5
3/22/2019,2800.71,166.35,3.3175,2.49888,109.92,6
3/25/2019,2798.36,166.33,3.314,2.48975,109.97,2
3/26/2019,2818.46,166.29,3.3378,2.4955,110.64,3
3/27/2019,2805.37,166.25,3.3223,2.49863,110.51,4
3/28/2019,2815.44,166.22,3.3343,2.5015,110.63,5
3/29/2019,2834.4,166.15,3.3561,2.4945,110.86,6
4/1/2019,2867.19,166.26,3.3253,2.49338,111.35,2
4/2/2019,2867.24,166.44,3.3102,2.47938,111.32,3
4/3/2019,2873.4,166.2,3.3234,2.47713,111.49,4
4/4/2019,2879.39,166.23,3.3304,2.4735,111.66,5
4/5/2019,2892.74,166.22,3.3458,2.47163,111.73,6
4/8/2019,2895.77,166.04,3.3494,2.48125,111.48,2
4/9/2019,2878.2,165.84,3.3291,2.484,111.14,3
4/10/2019,2888.21,165.98,3.3406,2.482,111.01,4
4/11/2019,2888.32,165.98,3.3408,2.47263,111.66,5
4/12/2019,2907.41,165.92,3.3628,2.47738,112.02,6
4/15/2019,2905.58,166,3.3607,2.47388,112.04,2
4/16/2019,2907.06,166.09,3.3624,2.47975,112,3
4/17/2019,2900.45,166.1,3.3547,2.48738,112.06,4
4/18/2019,2905.03,166.1,3.3588,2.48088,111.97,5
4/22/2019,2907.97,166.26,3.3621,2.48088,111.94,2
4/23/2019,2933.68,166.32,3.3919,2.47663,111.86,3
4/24/2019,2927.25,166.34,3.3844,2.48338,112.19,4
4/25/2019,2926.17,166.51,3.3832,2.4785,111.63,5
4/26/2019,2939.88,166.43,3.399,2.48313,111.58,6
4/29/2019,2943.03,166.41,3.4035,2.48588,111.65,2
4/30/2019,2945.83,166.45,3.4058,2.4805,111.42,3
5/1/2019,2923.73,166.65,3.3802,2.48325,111.38,4
5/2/2019,2917.52,166.71,3.373,2.46713,111.51,5
5/3/2019,2945.64,166.76,3.4053,2.46663,111.1,6
5/6/2019,2932.47,166.78,3.3908,2.46663,110.76,2
5/7/2019,2884.05,166.72,3.3348,2.46275,110.26,3
5/8/2019,2879.42,166.68,3.3295,2.45138,110.1,4
5/9/2019,2870.72,166.68,3.3194,2.45338,109.74,5
5/10/2019,2881.4,166.7,3.3318,2.449,109.95,6
5/13/2019,2811.87,166.65,3.2515,2.43963,109.3,2
5/14/2019,2834.41,166.63,3.2776,2.43763,109.61,3
5/15/2019,2850.96,166.65,3.2967,2.43238,109.6,4
5/16/2019,2876.32,166.71,3.3261,2.44063,109.85,5
5/17/2019,2859.53,166.73,3.3066,2.44188,110.08,6
5/20/2019,2840.23,166.73,3.2843,2.436,110.06,2
5/21/2019,2864.36,166.76,3.3122,2.42963,110.5,3
5/22/2019,2856.27,166.75,3.3028,2.437,110.36,4
5/23/2019,2822.24,166.72,3.2629,2.42975,109.61,5
5/24/2019,2826.06,166.72,3.2677,2.42813,109.31,6
5/28/2019,2802.39,166.69,3.2401,2.42938,109.38,3
5/29/2019,2783.02,166.7,3.2177,2.4385,109.59,4
5/30/2019,2788.86,166.71,3.2241,2.44,109.62,5
5/31/2019,2752.06,166.7,3.1826,2.4305,108.29,6
6/3/2019,2744.45,166.79,3.1628,2.42988,108.07,2
6/4/2019,2803.27,166.76,3.2314,2.42088,108.15,3
6/5/2019,2826.15,166.73,3.2578,2.4185,108.46,4
6/6/2019,2843.49,166.69,3.2777,2.41163,108.4,5
6/7/2019,2873.34,166.67,3.312,2.41213,108.19,6
6/10/2019,2886.73,166.63,3.3274,2.41338,108.45,2
6/11/2019,2885.72,166.61,3.3267,2.41063,108.52,3
6/12/2019,2879.84,166.65,3.3212,2.40113,108.5,4
6/13/2019,2891.64,166.63,3.3348,2.39425,108.38,5
6/14/2019,2886.98,166.51,3.3295,2.38175,108.56,6
6/17/2019,2889.67,166.4,3.3327,2.39025,108.54,2
6/18/2019,2917.75,166.44,3.365,2.38288,108.45,3
6/19/2019,2926.46,166.41,3.3751,2.38338,108.1,4
6/20/2019,2954.18,166.38,3.4071,2.40363,107.3,5
6/21/2019,2950.46,166.41,3.4028,2.40438,107.32,6
6/24/2019,2945.35,166.15,3.3977,2.40175,107.3,2
6/25/2019,2917.38,166.15,3.3654,2.40413,107.2,3
6/26/2019,2913.78,166.1,3.3612,2.40238,107.79,4
6/27/2019,2924.92,165.98,3.3741,2.40238,107.79,5
6/28/2019,2941.76,166.02,3.3925,2.398,107.85,6
7/1/2019,2964.33,166.51,3.3807,2.38775,108.45,2
7/2/2019,2973.01,166.5,3.3906,2.3795,107.88,3
7/3/2019,2995.82,166.49,3.4167,2.36,107.81,4
7/5/2019,2990.41,166.46,3.4107,2.3665,108.47,6
7/8/2019,2975.95,166.37,3.3942,2.37938,108.72,2
7/9/2019,2979.63,166.3,3.3984,2.36863,108.85,3
7/10/2019,2993.07,166.26,3.4137,2.36913,108.46,4
7/11/2019,2999.91,166.16,3.4215,2.325,108.5,5
7/12/2019,3013.77,166.09,3.4373,2.332,107.91,6
7/15/2019,3014.3,166.24,3.4328,2.31413,107.91,2
7/16/2019,3004.04,166.2,3.4212,2.30038,108.24,3
7/17/2019,2984.42,166.13,3.3988,2.29788,107.95,4
7/18/2019,2995.11,166.12,3.411,2.2715,107.3,5
7/19/2019,2976.61,166.25,3.3899,2.26113,107.71,6
7/22/2019,2985.03,166.24,3.3996,2.26913,107.87,2
7/23/2019,3005.47,166.21,3.4228,2.266,108.23,3
7/24/2019,3019.56,166.12,3.4389,2.26175,108.19,4
7/25/2019,3003.67,165.91,3.4208,2.24113,108.63,5
7/26/2019,3025.86,166.02,3.446,2.237,108.68,6
7/29/2019,3020.97,165.91,3.4414,2.23438,108.78,2
7/30/2019,3013.18,165.99,3.4345,2.22975,108.61,3
7/31/2019,2980.38,166.05,3.3972,2.22425,108.78,4
8/1/2019,2953.56,166.33,3.3676,2.24413,107.34,5
8/2/2019,2932.05,166.27,3.3441,2.2285,106.59,6
8/5/2019,2844.74,166.13,3.2438,2.223,105.95,2
8/6/2019,2881.77,166.04,3.286,2.21275,106.47,3
8/7/2019,2883.98,165.93,3.2885,2.21125,106.27,4
8/8/2019,2938.09,165.92,3.3502,2.20088,106.07,5
8/9/2019,2918.65,165.97,3.3268,2.19425,105.69,6
8/12/2019,2883.75,165.94,3.2871,2.19525,105.3,2
8/13/2019,2926.32,165.97,3.3356,2.19513,106.74,3
8/14/2019,2840.6,165.91,3.2379,2.19738,105.91,4
8/15/2019,2847.6,165.93,3.2457,2.182,106.12,5
8/16/2019,2888.68,165.95,3.2925,2.17213,106.38,6
8/19/2019,2923.65,165.84,3.3323,2.16863,106.64,2
8/20/2019,2900.51,165.66,3.3059,2.17,106.23,3
8/21/2019,2924.43,165.66,3.3332,2.16663,106.62,4
8/22/2019,2922.95,165.65,3.3315,2.14525,106.44,5
8/23/2019,2847.11,165.69,3.2451,2.1395,105.39,6
8/26/2019,2878.38,165.65,3.2804,2.1395,106.12,2
8/27/2019,2869.16,165.74,3.2699,2.11588,105.75,3
8/28/2019,2887.94,165.73,3.2913,2.112,106.12,4
8/29/2019,2924.58,165.7,3.3328,2.10025,106.52,5
8/30/2019,2926.46,165.7,3.3348,2.089,106.28,6
9/3/2019,2906.27,165.21,3.312,2.06688,105.94,3
9/4/2019,2937.78,165.14,3.3479,2.05725,106.39,4
9/5/2019,2976,165.11,3.3915,2.04213,106.94,5
9/6/2019,2978.71,165.28,3.3946,2.049,106.92,6
9/9/2019,2978.43,165.22,3.3942,2.0495,107.24,2
9/10/2019,2979.39,165.15,3.3953,2.03863,107.54,3
9/11/2019,3000.93,165.1,3.4198,2.03588,107.82,4
9/12/2019,3009.57,165.11,3.4296,2.0275,108.1,5
9/13/2019,3007.39,165.03,3.4271,2.02475,108.09,6
9/16/2019,2997.96,165.03,3.4164,2.04088,108.12,2
9/17/2019,3005.7,165.02,3.4252,2.057,108.13,3
9/18/2019,3006.73,164.97,3.4264,2.04425,108.45,4
9/19/2019,3006.79,164.95,3.4264,2.04588,108.02,5
9/20/2019,2992.07,164.89,3.4097,2.0365,107.56,6
9/23/2019,2991.78,164.49,3.4193,2.01838,107.55,2
9/24/2019,2966.6,164.43,3.3906,2.04588,107.07,3
9/25/2019,2984.87,164.44,3.4114,2.05363,107.77,4
9/26/2019,2977.62,164.39,3.4072,2.0435,107.83,5
9/27/2019,2961.79,164.34,3.381,2.0315,107.92,6
9/30/2019,2976.74,164.31,3.3313,2.01563,108.08,2
10/1/2019,2940.25,165.45,3.2904,2.01088,107.75,3
10/2/2019,2887.61,165.32,3.2315,1.99725,107.18,4
10/3/2019,2910.63,165.36,3.2591,1.9895,106.92,5
10/4/2019,2952.01,165.33,3.3054,1.978,106.94,6
10/7/2019,2938.79,165.3,3.2907,1.94025,107.26,2
10/8/2019,2893.06,165.24,3.2395,1.93875,107.09,3
10/9/2019,2919.4,165.17,3.269,1.92738,107.48,4
10/10/2019,2938.13,165.14,3.2899,1.92125,107.98,5
10/11/2019,2970.27,165.15,3.3259,1.9135,108.29,6
10/14/2019,2966.15,165.01,3.3213,1.89075,108.4,2
10/15/2019,2995.68,164.98,3.3544,1.88913,108.86,3
10/16/2019,2989.69,164.81,3.3477,1.8775,108.76,4
10/17/2019,2997.95,164.86,3.3569,1.84638,108.66,5
10/18/2019,2986.2,164.83,3.3438,1.85025,108.45,6
10/21/2019,3006.72,164.77,3.3667,1.823,108.62,2
10/22/2019,2995.99,164.79,3.3547,1.82175,108.49,3
10/23/2019,3004.52,164.68,3.3643,1.82275,108.69,4
10/24/2019,3010.29,164.71,3.3707,1.80425,108.61,5
10/25/2019,3022.55,164.82,3.3845,1.80488,108.67,6
10/28/2019,3039.42,164.73,3.4026,1.79963,108.95,2
10/29/2019,3036.89,164.64,3.3997,1.78588,108.89,3
10/30/2019,3046.77,164.67,3.4108,1.78138,108.85,4
10/31/2019,3037.56,164.7,3.393,1.78488,108.03,5
11/1/2019,3066.91,165.06,3.4257,1.77425,108.19,6
11/4/2019,3078.27,165.1,3.4388,1.771,108.58,2
11/5/2019,3074.62,165.02,3.4347,1.76988,109.16,3
11/6/2019,3076.78,164.83,3.4372,1.755,108.98,4
11/7/2019,3085.18,164.99,3.4466,1.758,109.28,5
11/8/2019,3093.08,164.73,3.4554,1.759,109.26,6
11/11/2019,3087.01,164.74,3.4485,1.76325,109.05,2
11/12/2019,3091.84,164.74,3.4539,1.76163,109.01,3
11/13/2019,3094.04,164.76,3.4564,1.76538,108.82,4
11/14/2019,3096.63,164.78,3.4593,1.7625,108.42,5
11/15/2019,3120.46,164.79,3.4859,1.73325,108.8,6
11/18/2019,3122.03,164.82,3.4869,1.72363,108.68,2
11/19/2019,3120.18,164.82,3.4848,1.72163,108.54,3
11/20/2019,3108.46,164.75,3.4717,1.71563,108.61,4
11/21/2019,3103.54,164.18,3.4698,1.708,108.63,5
11/22/2019,3110.29,164.18,3.4773,1.70275,108.66,6
11/25/2019,3133.64,164.16,3.5029,1.6995,108.93,2
11/26/2019,3140.52,164.16,3.5106,1.70163,109.05,3
11/27/2019,3153.63,164.14,3.5252,1.69113,109.54,4
11/29/2019,3140.98,164.13,3.5107,1.69713,109.49,6
12/2/2019,3113.87,164.25,3.4797,1.69375,108.98,2
12/3/2019,3093.2,164.29,3.4566,1.70363,108.63,3
12/4/2019,3112.76,164.25,3.4785,1.71313,108.86,4
12/5/2019,3117.43,164.2,3.485,1.71013,108.76,5
12/6/2019,3145.91,164.21,3.5168,1.71513,108.58,6
12/9/2019,3135.96,164.21,3.5076,1.71763,108.56,2
12/10/2019,3132.52,164.24,3.5038,1.73563,108.72,3
12/11/2019,3141.63,164.29,3.514,1.7405,108.56,4
12/12/2019,3168.57,164.29,3.5441,1.73975,109.31,5
12/13/2019,3168.8,164.3,3.5444,1.73738,109.38,6
12/16/2019,3191.45,164.28,3.5697,1.74488,109.55,2
12/17/2019,3192.52,164.29,3.5709,1.76388,109.48,3
12/18/2019,3191.14,164.24,3.5694,1.76463,109.55,4
12/19/2019,3205.37,164.23,3.5853,1.78513,109.37,5
12/20/2019,3221.22,164.21,3.603,1.77988,109.44,6
12/23/2019,3224.01,163.8,3.6183,1.792,109.4,2
12/24/2019,3223.38,163.8,3.6176,1.80475,109.39,3
12/26/2019,3239.91,163.79,3.6362,1.80475,109.63,5
12/27/2019,3240.02,163.8,3.6358,1.79938,109.44,6
12/30/2019,3221.29,163.84,3.6103,1.78088,108.88,2
12/31/2019,3230.78,163.84,3.5502,1.7625,108.61,3
1/2/2020,3257.85,174.75,3.5799,1.73438,108.57,5
1/3/2020,3234.85,174.69,3.5642,1.71425,108.09,6
1/6/2020,3246.28,174.77,3.5767,1.69213,108.37,2
1/7/2020,3237.18,174.75,3.5667,1.699,108.44,3
1/8/2020,3253.05,174.68,3.5842,1.67713,109.12,4
1/9/2020,3274.7,174.77,3.608,1.68363,109.52,5
1/10/2020,3265.35,174.75,3.5977,1.67663,109.45,6
1/13/2020,3288.13,174.77,3.6228,1.67625,109.95,2
1/14/2020,3283.15,174.79,3.6173,1.66963,109.99,3
1/15/2020,3289.29,174.79,3.6241,1.669,109.9,4
1/16/2020,3316.81,174.14,3.6544,1.65775,110.16,5
1/17/2020,3329.62,174.08,3.6685,1.65438,110.14,6
1/21/2020,3320.79,174.75,3.6587,1.6595,109.87,3
1/22/2020,3321.75,173.77,3.6598,1.65938,109.84,4
1/23/2020,3325.54,173.8,3.6639,1.66088,109.49,5
1/24/2020,3295.47,173.92,3.6303,1.6595,109.28,6
1/27/2020,3243.63,174.89,3.572,1.64925,108.9,2
1/28/2020,3276.24,174.93,3.6088,1.65,109.15,3
1/29/2020,3273.4,174.92,3.6057,1.64525,109.02,4
1/30/2020,3283.66,174.84,3.617,1.655,108.96,5
1/31/2020,3225.52,174.85,3.552,1.66188,108.35,6
2/3/2020,3248.92,174.9,3.577,1.66775,108.69,2
2/4/2020,3297.59,174.43,3.6301,1.66625,109.52,3
2/5/2020,3334.69,174.16,3.6709,1.66963,109.83,4
2/6/2020,3345.78,174.06,3.6831,1.67088,109.99,5
2/7/2020,3327.71,174.01,3.6632,1.66525,109.75,6
2/10/2020,3352.09,174,3.6901,1.65788,109.77,2
2/11/2020,3357.75,173.88,3.6963,1.65275,109.79,3
2/12/2020,3379.45,173.92,3.7202,1.65013,110.09,4
2/13/2020,3373.94,173.87,3.7141,1.6585,109.82,5
2/14/2020,3380.16,173.88,3.721,1.65825,109.78,6
2/18/2020,3370.29,173.71,3.7105,1.647,109.87,3
2/19/2020,3386.15,173.64,3.7279,1.63938,111.37,4
2/20/2020,3373.23,173.62,3.7137,1.62888,112.1,5
2/21/2020,3337.75,173.54,3.6746,1.62675,111.61,6
2/24/2020,3225.89,173.48,3.5515,1.61613,110.72,2
2/25/2020,3128.21,173.43,3.4439,1.61263,110.2,3
2/26/2020,3116.39,173.29,3.4309,1.60338,110.43,4
2/27/2020,2978.76,173.28,3.2794,1.58113,109.59,5
2/28/2020,2954.22,173.08,3.2524,1.51525,107.89,6
3/2/2020,3090.23,172.85,3.4025,1.35575,108.33,2
3/3/2020,3003.37,172.83,3.3068,1.37675,107.13,3
